entry_number,pmid,title,details,author,url
9011,31610249,External Beam Radiation Therapy (EBRT) and High-Dose-Rate (HDR) Brachytherapy for Intermediate and High-Risk Prostate Cancer: The Impact of EBRT Volume,Int J Radiat Oncol Biol Phys. 2020 Mar 1;106(3):525-533. doi: 10.1016/j.ijrobp.2019.09.044. Epub 2019 Oct 11.,Tharmalingam H,https://www.ncbi.nlm.nih.gov/pubmed/31610249
9012,31361571,The Influence of Stereotactic Body Radiation Therapy Adoption on Prostate Cancer Treatment Patterns,J Urol. 2020 Jan;203(1):128-136. doi: 10.1097/JU.0000000000000471. Epub 2019 Jul 30.,Jacobs BL,https://www.ncbi.nlm.nih.gov/pubmed/31361571
9013,32248613,Single-port robot-assisted radical prostatectomy: a systematic review and pooled analysis of the preliminary experiences,BJU Int. 2020 Jul;126(1):55-64. doi: 10.1111/bju.15069. Epub 2020 May 1.,Checcucci E,https://www.ncbi.nlm.nih.gov/pubmed/32248613
9014,32285740,Work status and work ability after radical prostatectomy or active surveillance for prostate cancer,Scand J Urol. 2020 Jun;54(3):194-200. doi: 10.1080/21681805.2020.1750473. Epub 2020 Apr 14.,Nilsson R,https://www.ncbi.nlm.nih.gov/pubmed/32285740
9015,32220567,Outcomes for Young Men With Localized Intermediate-Risk Prostate Cancer: An Analysis of the NCDB,Clin Genitourin Cancer. 2020 Oct;18(5):e531-e542. doi: 10.1016/j.clgc.2020.02.002. Epub 2020 Feb 22.,Chua S,https://www.ncbi.nlm.nih.gov/pubmed/32220567
9016,31845838,Tumor Seeding after Robot-Assisted Radical Prostatectomy: Literature Review and Experience from a Single Institution,J Urol. 2020 Jun;203(6):1141-1146. doi: 10.1097/JU.0000000000000701. Epub 2020 Mar 17.,Motterle G,https://www.ncbi.nlm.nih.gov/pubmed/31845838
9017,32232450,Estimated Costs Associated With Radiation Therapy for Positive Surgical Margins During Radical Prostatectomy,JAMA Netw Open. 2020 Mar 2;3(3):e201913. doi: 10.1001/jamanetworkopen.2020.1913.,Martini A,https://www.ncbi.nlm.nih.gov/pubmed/32232450
9018,32377602,Long-term oncologic outcomes after radical prostatectomy in clinically localized prostate cancer: 10-year follow-up in Korea,Investig Clin Urol. 2020 May;61(3):269-276. doi: 10.4111/icu.2020.61.3.269. Epub 2020 Apr 21.,Suh J,https://www.ncbi.nlm.nih.gov/pubmed/32377602
9020,31668729,Erectile Recovery After Radical Pelvic Surgery: Methodological Challenges and Recommendations for Data Reporting,J Sex Med. 2020 Jan;17(1):7-16. doi: 10.1016/j.jsxm.2019.09.013. Epub 2019 Oct 24.,Capogrosso P,https://www.ncbi.nlm.nih.gov/pubmed/31668729
9021,31713121,Managing Patients with Inflammatory Bowel Disease Who Develop Prostate Cancer,Dig Dis Sci. 2020 Jan;65(1):22-30. doi: 10.1007/s10620-019-05934-7. Epub 2019 Nov 11.,Kim J,https://www.ncbi.nlm.nih.gov/pubmed/31713121
9022,31900431,Clinicopathologic features and outcomes of anterior-dominant prostate cancer: implications for diagnosis and treatment,Prostate Cancer Prostatic Dis. 2020 Sep;23(3):435-440. doi: 10.1038/s41391-019-0199-1. Epub 2020 Jan 3.,Falzarano SM,https://www.ncbi.nlm.nih.gov/pubmed/31900431
9023,32354962,Lack of Relevant Haemogram Changes During Percutaneous Radiotherapy of Localised Prostate Cancer,In Vivo. 2020 May-Jun;34(3):1555-1563. doi: 10.21873/invivo.11945.,Zwicker F,https://www.ncbi.nlm.nih.gov/pubmed/32354962
9024,30887183,Associations between intraoperative factors and surgeons' self-assessed operative satisfaction,Surg Endosc. 2020 Jan;34(1):61-68. doi: 10.1007/s00464-019-06731-z. Epub 2019 Mar 18.,Erestam S,https://www.ncbi.nlm.nih.gov/pubmed/30887183
9025,32412803,"Recent Advances in the Management of High-Risk Localized Prostate Cancer: Local Therapy, Systemic Therapy, and Biomarkers to Guide Treatment Decisions",Am Soc Clin Oncol Educ Book. 2020 May;40:1-12. doi: 10.1200/EDBK_279459.,McKay RR,https://www.ncbi.nlm.nih.gov/pubmed/32412803
9026,32180511,Response on DCE-MRI predicts outcome of salvage radiotherapy for local recurrence after radical prostatectomy,Tumori. 2021 Feb;107(1):55-63. doi: 10.1177/0300891620908950. Epub 2020 Mar 17.,Sanguineti G,https://www.ncbi.nlm.nih.gov/pubmed/32180511
9027,32132074,Assessment of Daily Replanning and Geometrical Variation of High-dose-rate Brachytherapy for the Prostate,Anticancer Res. 2020 Mar;40(3):1677-1682. doi: 10.21873/anticanres.14119.,Uchida H,https://www.ncbi.nlm.nih.gov/pubmed/32132074
9028,31829902,Molecular Biomarkers in Localized Prostate Cancer: ASCO Guideline,J Clin Oncol. 2020 May 1;38(13):1474-1494. doi: 10.1200/JCO.19.02768. Epub 2019 Dec 12.,Eggener SE,https://www.ncbi.nlm.nih.gov/pubmed/31829902
9029,30124773,Causal inference in continuous time: an example on prostate cancer therapy,Biostatistics. 2020 Jan 1;21(1):172-185. doi: 10.1093/biostatistics/kxy036.,Ryalen PC,https://www.ncbi.nlm.nih.gov/pubmed/30124773
9030,31559880,(68)Ga-PSMA-PET/CT-directed IGRT/SBRT for oligometastases of recurrent prostate cancer after initial surgery,Acta Oncol. 2020 Feb;59(2):149-156. doi: 10.1080/0284186X.2019.1669816. Epub 2019 Sep 27.,Marzec J,https://www.ncbi.nlm.nih.gov/pubmed/31559880
9031,32091305,Perioperative Outcomes of Single vs Multi-Port Robotic Assisted Radical Prostatectomy: A Single Institutional Experience,J Urol. 2020 Sep;204(3):490-495. doi: 10.1097/JU.0000000000000811. Epub 2020 Feb 24.,Saidian A,https://www.ncbi.nlm.nih.gov/pubmed/32091305
9032,32234553,Real-Time Image Guided Ablative Prostate Cancer Radiation Therapy: Results From the TROG 15.01 SPARK Trial,Int J Radiat Oncol Biol Phys. 2020 Jul 1;107(3):530-538. doi: 10.1016/j.ijrobp.2020.03.014. Epub 2020 Mar 29.,Keall P,https://www.ncbi.nlm.nih.gov/pubmed/32234553
9033,32151470,Comparison between laparoscopic and open prostatectomy: Postoperative urinary continence analysis,Actas Urol Esp (Engl Ed). 2020 Oct;44(8):535-541. doi: 10.1016/j.acuro.2019.10.002. Epub 2020 Mar 6.,Martínez-Holguín E,https://www.ncbi.nlm.nih.gov/pubmed/32151470
9034,32033148,The Impact of Prostate Cancer Upgrading and Upstaging on Biochemical Recurrence and Cancer-Specific Survival,Medicina (Kaunas). 2020 Feb 4;56(2):61. doi: 10.3390/medicina56020061.,Bakavi?ius A,https://www.ncbi.nlm.nih.gov/pubmed/32033148
9035,30892691,Endocrine disrupting-chemicals and biochemical recurrence of prostate cancer after prostatectomy: A cohort study in Guadeloupe (French West Indies),Int J Cancer. 2020 Feb 1;146(3):657-663. doi: 10.1002/ijc.32287. Epub 2019 Apr 8.,Brureau L,https://www.ncbi.nlm.nih.gov/pubmed/30892691
9036,32034499,Functional and perioperative outcomes in elderly men after robotic-assisted radical prostatectomy for prostate cancer,World J Urol. 2020 Nov;38(11):2791-2798. doi: 10.1007/s00345-020-03096-0. Epub 2020 Feb 7.,Traboulsi SL,https://www.ncbi.nlm.nih.gov/pubmed/32034499
9037,32278731,The inflammation-related biomarker CXCR7 independently predicts patient outcome after radical prostatectomy,Urol Oncol. 2020 Oct;38(10):794.e17-794.e27. doi: 10.1016/j.urolonc.2020.03.004. Epub 2020 Apr 9.,Bargão Santos P,https://www.ncbi.nlm.nih.gov/pubmed/32278731
9038,32174775,Comparison of Biochemical Recurrence After Robot-assisted Laparoscopic Radical Prostatectomy with Volatile and Total Intravenous Anesthesia,Int J Med Sci. 2020 Feb 4;17(4):449-456. doi: 10.7150/ijms.40958. eCollection 2020.,Kim NY,https://www.ncbi.nlm.nih.gov/pubmed/32174775
9039,31984644,Robot-assisted radical perineal prostatectomy: a review of 95 cases,BJU Int. 2020 Apr;125(4):573-578. doi: 10.1111/bju.15018. Epub 2020 Feb 21.,Tu?cu V,https://www.ncbi.nlm.nih.gov/pubmed/31984644
9040,32028270,Automatic bi-objective parameter tuning for inverse planning of high-dose-rate prostate brachytherapy,Phys Med Biol. 2020 Apr 2;65(7):075009. doi: 10.1088/1361-6560/ab7362.,Maree SC,https://www.ncbi.nlm.nih.gov/pubmed/32028270
9041,32314509,Comprehensive analysis of serum chromogranin A and neuron-specific enolase levels in localized and castration-resistant prostate cancer,BJU Int. 2021 Jan;127(1):44-55. doi: 10.1111/bju.15086. Epub 2020 May 14.,Szarvas T,https://www.ncbi.nlm.nih.gov/pubmed/32314509
9042,31828783,A novel (169) Yb-based dynamic-shield intensity modulated brachytherapy delivery system for prostate cancer,Med Phys. 2020 Mar;47(3):859-868. doi: 10.1002/mp.13959. Epub 2019 Dec 30.,Famulari G,https://www.ncbi.nlm.nih.gov/pubmed/31828783
9043,31924529,High-intensity Focused Ultrasound for the Treatment of Prostate Cancer: A National Cohort Study Focusing on the Development of Stricture and Fistulae,Eur Urol Focus. 2021 Mar;7(2):340-346. doi: 10.1016/j.euf.2019.11.014. Epub 2020 Jan 7.,Dosanjh A,https://www.ncbi.nlm.nih.gov/pubmed/31924529
9044,32279904,A Comparison of Perioperative Outcomes Between Single-port and Multiport Robot-assisted Laparoscopic Prostatectomy,Eur Urol. 2020 Jun;77(6):671-674. doi: 10.1016/j.eururo.2020.03.031. Epub 2020 Apr 9.,Vigneswaran HT,https://www.ncbi.nlm.nih.gov/pubmed/32279904
9045,31542882,External beam radiation therapy improves survival in high- and intermediate-risk non-metastatic octogenarian prostate cancer patients,Int Urol Nephrol. 2020 Jan;52(1):59-66. doi: 10.1007/s11255-019-02284-1. Epub 2019 Sep 21.,Knipper S,https://www.ncbi.nlm.nih.gov/pubmed/31542882
9046,32471604,Robust treatment planning in whole pelvis pencil beam scanning proton therapy for prostate cancer,Med Dosim. 2020 Winter;45(4):334-338. doi: 10.1016/j.meddos.2020.04.001. Epub 2020 May 26.,Butala AA,https://www.ncbi.nlm.nih.gov/pubmed/32471604
9047,32320130,"Pelvic exenteration surgery in patients with locally advanced castration-naïve and castration-resistant, symptomatic prostate cancer",BJU Int. 2020 Sep;126(3):342-349. doi: 10.1111/bju.15088. Epub 2020 May 16.,Heidenreich A,https://www.ncbi.nlm.nih.gov/pubmed/32320130
9048,32130481,Predictors of the regional variation of prostatectomy or radiotherapy: evidence from German cancer registries,J Cancer Res Clin Oncol. 2020 May;146(5):1197-1204. doi: 10.1007/s00432-020-03140-x. Epub 2020 Mar 4.,Medenwald D,https://www.ncbi.nlm.nih.gov/pubmed/32130481
9051,32173355,Primary Radical Prostatectomy or Ablative Radiotherapy as Protective Factors for Patients With mCRPC Treated With Radium-223 Dichloride: An Italian Multicenter Study,Clin Genitourin Cancer. 2020 Jun;18(3):185-191. doi: 10.1016/j.clgc.2019.10.009. Epub 2019 Oct 16.,Frantellizzi V,https://www.ncbi.nlm.nih.gov/pubmed/32173355
9052,32399639,Efficacy of repeated PSMA PET-directed radiotherapy for oligorecurrent prostate cancer after initial curative therapy,Strahlenther Onkol. 2020 Nov;196(11):1006-1017. doi: 10.1007/s00066-020-01629-5. Epub 2020 May 12.,Henkenberens C,https://www.ncbi.nlm.nih.gov/pubmed/32399639
9054,32037859,A Systematic Review and Meta-Analysis of Pelvic Drain Insertion After Robot-Assisted Radical Prostatectomy,J Endourol. 2020 Apr;34(4):401-408. doi: 10.1089/end.2019.0554. Epub 2020 Mar 23.,Zhong W,https://www.ncbi.nlm.nih.gov/pubmed/32037859
9055,32487626,Race Does Not Affect Survival in Patients With Prostate Cancer Treated With Radiation Therapy,Anticancer Res. 2020 Jun;40(6):3307-3314. doi: 10.21873/anticanres.14313.,Kodiyan J,https://www.ncbi.nlm.nih.gov/pubmed/32487626
9056,31551125,A Phase I/II Study of Stereotactic Hypofractionated Once-weekly Radiation Therapy (SHORT) for Prostate Cancer,Clin Oncol (R Coll Radiol). 2020 Feb;32(2):e39-e45. doi: 10.1016/j.clon.2019.09.046. Epub 2019 Sep 21.,Mallick I,https://www.ncbi.nlm.nih.gov/pubmed/31551125
9057,32595074,A Nationwide Persistent Underutilization of Adjuvant Radiotherapy in North American Prostate Cancer Patients,Clin Genitourin Cancer. 2020 Dec;18(6):489-499.e6. doi: 10.1016/j.clgc.2020.05.001. Epub 2020 May 16.,Rakic N,https://www.ncbi.nlm.nih.gov/pubmed/32595074
9059,30937571,"Tumor characteristics, oncological and functional outcomes after radical prostatectomy in very young men???45 years of age",World J Urol. 2020 Jan;38(1):95-101. doi: 10.1007/s00345-019-02740-8. Epub 2019 Apr 2.,Tilki D,https://www.ncbi.nlm.nih.gov/pubmed/30937571
9060,32312661,Challenges in Reporting the Effect of Radiotherapy on Erectile Function,J Sex Med. 2020 Jun;17(6):1053-1059. doi: 10.1016/j.jsxm.2020.03.008. Epub 2020 Apr 17.,Nukala V,https://www.ncbi.nlm.nih.gov/pubmed/32312661
9061,32006609,MRI-Guided Ultrafocal Salvage High-Dose-Rate Brachytherapy for Localized Radiorecurrent Prostate Cancer: Updated Results of 50 Patients,Int J Radiat Oncol Biol Phys. 2020 May 1;107(1):126-135. doi: 10.1016/j.ijrobp.2020.01.023. Epub 2020 Jan 30.,van Son MJ,https://www.ncbi.nlm.nih.gov/pubmed/32006609
9063,31587417,Placement of SpaceOAR hydrogel spacer for prostate cancer patients treated with iodine-125 low-dose-rate brachytherapy,Int J Urol. 2020 Jan;27(1):60-66. doi: 10.1111/iju.14123. Epub 2019 Oct 6.,Morita M,https://www.ncbi.nlm.nih.gov/pubmed/31587417
9064,32923125,A novel gene signature to predict immune infiltration and outcome in patients with prostate cancer,Oncoimmunology. 2020 Jun 1;9(1):1762473. doi: 10.1080/2162402X.2020.1762473.,Shao N,https://www.ncbi.nlm.nih.gov/pubmed/32923125
9065,31478610,Impact of time from diagnosis to treatment on erectile function outcomes after radical prostatectomy,Andrology. 2020 Mar;8(2):337-341. doi: 10.1111/andr.12699. Epub 2019 Sep 3.,Schifano N,https://www.ncbi.nlm.nih.gov/pubmed/31478610
9066,32085930,"Rectal spacing, prostate coverage, and periprocedural outcomes after hydrogel spacer injection during low-dose-rate brachytherapy implantation",Brachytherapy. 2020 Mar-Apr;19(2):228-233. doi: 10.1016/j.brachy.2019.11.002. Epub 2020 Feb 19.,Kahn J,https://www.ncbi.nlm.nih.gov/pubmed/32085930
9067,31981976,Leukocyte telomere length is associated with aggressive prostate cancer in localized prostate cancer patients,EBioMedicine. 2020 Feb;52:102616. doi: 10.1016/j.ebiom.2019.102616. Epub 2020 Jan 22.,Xu J,https://www.ncbi.nlm.nih.gov/pubmed/31981976
9069,31493108,Comparison of intra- and postoperative analgesia and pain perception in robot-assisted vs. open radical prostatectomy,World J Urol. 2020 Jun;38(6):1451-1457. doi: 10.1007/s00345-019-02938-w. Epub 2019 Sep 6.,Knipper S,https://www.ncbi.nlm.nih.gov/pubmed/31493108
9070,31836682,(18)F-rhPSMA-7 PET for the Detection of Biochemical Recurrence of Prostate Cancer After Radical Prostatectomy,J Nucl Med. 2020 May;61(5):696-701. doi: 10.2967/jnumed.119.234914. Epub 2019 Dec 13.,Eiber M,https://www.ncbi.nlm.nih.gov/pubmed/31836682
9071,31948931,"Morbidity, perioperative outcomes and complications of robot-assisted radical prostatectomy in kidney transplant patients: A French multicentre study",Urol Oncol. 2020 Jun;38(6):599.e15-599.e21. doi: 10.1016/j.urolonc.2019.12.017. Epub 2020 Jan 14.,Felber M,https://www.ncbi.nlm.nih.gov/pubmed/31948931
9073,32354921,Dose-volume Histogram-based Predictors for Hematuria and Rectal Hemorrhage in Patients Receiving Radiotherapy After Radical Prostatectomy,In Vivo. 2020 May-Jun;34(3):1289-1295. doi: 10.21873/invivo.11904.,Shirai K,https://www.ncbi.nlm.nih.gov/pubmed/32354921
9074,31411996,Nonsurgical Salvage Local Therapies for Radiorecurrent Prostate Cancer: A Systematic Review and Meta-analysis,Eur Urol Oncol. 2020 Apr;3(2):183-197. doi: 10.1016/j.euo.2018.12.011. Epub 2019 Jan 24.,Ingrosso G,https://www.ncbi.nlm.nih.gov/pubmed/31411996
9075,31697452,Comparative effectiveness of surgery versus external beam radiation with/without brachytherapy in high-risk localized prostate cancer,Cancer Med. 2020 Jan;9(1):27-34. doi: 10.1002/cam4.2605. Epub 2019 Nov 7.,Yin M,https://www.ncbi.nlm.nih.gov/pubmed/31697452
9077,32382097,Prediction of prostate cancer Gleason score upgrading from biopsy to radical prostatectomy using pre-biopsy multiparametric MRI PIRADS scoring system,Sci Rep. 2020 May 7;10(1):7722. doi: 10.1038/s41598-020-64693-y.,Alqahtani S,https://www.ncbi.nlm.nih.gov/pubmed/32382097
9078,32269460,Co-morbidities in a Retrospective Cohort of Prostate Cancer Patients,Ethn Dis. 2020 Apr 2;30(Suppl 1):185-192. doi: 10.18865/ed.30.S1.185. eCollection 2020.,Jefferson M,https://www.ncbi.nlm.nih.gov/pubmed/32269460
9079,31680423,Using spatial tracking with magnetic resonance imaging/ultrasound-guided biopsy to identify unilateral prostate cancer,BJU Int. 2020 Mar;125(3):399-406. doi: 10.1111/bju.14943. Epub 2019 Nov 25.,Zhou SR,https://www.ncbi.nlm.nih.gov/pubmed/31680423
9080,31760356,Patient-reported outcome measures after treatment for prostate cancer: Results from the Danish Prostate Cancer Registry (DAPROCAdata),Cancer Epidemiol. 2020 Feb;64:101623. doi: 10.1016/j.canep.2019.101623. Epub 2019 Nov 21.,Nguyen-Nielsen M,https://www.ncbi.nlm.nih.gov/pubmed/31760356
9081,32354922,"BIT-ART: Multicentric Comparison of HDR-brachytherapy, Intensity-modulated Radiotherapy and Tomotherapy for Advanced Radiotherapy in Prostate Cancer",In Vivo. 2020 May-Jun;34(3):1297-1305. doi: 10.21873/invivo.11905.,Alitto AR,https://www.ncbi.nlm.nih.gov/pubmed/32354922
9082,31653563,Survival outcomes of radical prostatectomy vs. external beam radiation therapy in prostate cancer patients with Gleason Score 9-10 at biopsy: A population-based analysis,Urol Oncol. 2020 Mar;38(3):79.e9-79.e14. doi: 10.1016/j.urolonc.2019.09.015. Epub 2019 Oct 23.,Knipper S,https://www.ncbi.nlm.nih.gov/pubmed/31653563
9085,31411965,Patient-reported Outcomes Following Treatment of Localised Prostate Cancer and Their Association with Regret About Treatment Choices,Eur Urol Oncol. 2020 Feb;3(1):21-31. doi: 10.1016/j.euo.2018.12.004. Epub 2018 Dec 26.,van Stam MA,https://www.ncbi.nlm.nih.gov/pubmed/31411965
9086,32356465,Phase II open-label study investigating apalutamide in patients with biochemical progression after radical prostatectomy,Future Oncol. 2020 Jun;16(16):1083-1189. doi: 10.2217/fon-2020-0056. Epub 2020 May 1.,Dirix P,https://www.ncbi.nlm.nih.gov/pubmed/32356465
9087,31610251,Risk of Pelvic Fracture With Radiation Therapy in Older Patients,Int J Radiat Oncol Biol Phys. 2020 Mar 1;106(3):485-492. doi: 10.1016/j.ijrobp.2019.10.006. Epub 2019 Oct 11.,Vitzthum LK,https://www.ncbi.nlm.nih.gov/pubmed/31610251
9088,32302790,"Comparative Healthcare Research Outcomes of Novel Surgery in prostate cancer (IP4-CHRONOS): A prospective, multi-centre therapeutic phase II parallel Randomised Control Trial",Contemp Clin Trials. 2020 Jun;93:105999. doi: 10.1016/j.cct.2020.105999. Epub 2020 Apr 14.,Reddy D,https://www.ncbi.nlm.nih.gov/pubmed/32302790
9089,32044166,Single dose high-dose rate (HDR) brachytherapy (BT) as monotherapy for localised prostate cancer: Early results of a UK national cohort study,Radiother Oncol. 2020 Feb;143:95-100. doi: 10.1016/j.radonc.2019.12.017. Epub 2020 Feb 7.,Tharmalingam H,https://www.ncbi.nlm.nih.gov/pubmed/32044166
9090,32396911,Prospective Feasibility Study of Single-Shot Antibiotic Prophylaxis in Transrectal Focal Ablation of Prostate Cancer,Urol Int. 2020;104(5-6):378-385. doi: 10.1159/000507123. Epub 2020 May 12.,Westhoff N,https://www.ncbi.nlm.nih.gov/pubmed/32396911
9091,31971494,Nerve Sparing during Robot-Assisted Radical Prostatectomy Increases the Risk of Ipsilateral Positive Surgical Margins,J Urol. 2020 Jul;204(1):91-95. doi: 10.1097/JU.0000000000000760. Epub 2020 Jan 23.,Soeterik TFW,https://www.ncbi.nlm.nih.gov/pubmed/31971494
